task_id,team,role,user_id,task_name,description,priority,expected_duration,created_at,completed_at,completion_time,duration_error
5067,Customer Support,Support Agent,75,Respond to ticket,Respond to ticket for customer support team by support agent.,Low,3.0,2024-11-28 16:39:00,2024-11-29 13:01:05.326411,20.37,17.37
9772,Engineering,Backend Engineer,39,Database schema update,Database schema update for engineering team by backend engineer.,Medium,9.0,2024-11-28 16:41:00,2024-12-02 12:30:40.628599,91.83,82.83
3101,Engineering,QA Engineer,166,Write unit tests,Write unit tests for engineering team by qa engineer.,Low,2.0,2024-11-28 16:42:00,2024-11-29 12:02:13.897159,19.34,17.34
347,Operations,Logistics Coordinator,194,Process documentation,Process documentation for operations team by logistics coordinator.,Low,1.0,2024-11-28 16:43:00,2024-11-29 09:39:06.890646,16.94,15.940000000000001
4039,Marketing,Content Writer,87,Landing page copy,Landing page copy for marketing team by content writer.,Low,3.0,2024-11-28 16:52:00,2024-11-29 14:00:26.069791,21.14,18.14
412,Engineering,Backend Engineer,172,Write frontend feature,Write frontend feature for engineering team by backend engineer.,Low,4.0,2024-11-28 16:58:00,2024-11-29 12:08:53.859417,19.18,15.18
8895,Engineering,Frontend Engineer,189,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,7.0,2024-11-29 09:14:00,2024-12-02 12:48:49.771393,75.58,68.58
4174,Operations,Operations Associate,153,Warehouse audit,Warehouse audit for operations team by operations associate.,Low,7.0,2024-11-29 09:27:00,2024-12-02 12:30:35.778662,75.06,68.06
4673,Marketing,Content Writer,199,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,5.0,2024-11-29 09:29:00,2024-12-02 09:42:29.498462,72.22,67.22
2523,Marketing,SEO Specialist,37,Prepare campaign assets,Prepare campaign assets for marketing team by seo specialist.,Medium,4.0,2024-11-29 09:30:00,2024-11-29 15:22:20.356096,5.87,1.87
7393,Finance,Accountant,65,Month-end close preparation,Month-end close preparation for finance team by accountant.,Medium,4.0,2024-11-29 09:32:00,2024-11-29 13:55:57.261296,4.4,0.40000000000000036
5665,Customer Support,Support Agent,15,Create KB article,Create KB article for customer support team by support agent.,Low,3.0,2024-11-29 09:35:00,2024-11-29 13:52:56.478208,4.3,1.2999999999999998
7594,Engineering,Backend Engineer,124,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,3.0,2024-11-29 09:41:00,2024-11-29 12:23:05.381338,2.7,-0.2999999999999998
1273,Engineering,Data Engineer,57,Integration testing,Integration testing for engineering team by data engineer.,Low,8.0,2024-11-29 09:51:00,2024-12-02 11:39:07.524414,73.8,65.8
5505,Finance,Accountant,89,Invoice processing,Invoice processing for finance team by accountant.,Low,5.0,2024-11-29 09:51:00,2024-11-29 14:27:21.194643,4.61,-0.3899999999999997
645,Engineering,Data Engineer,105,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,12.0,2024-11-29 09:55:00,2024-12-03 11:44:52.866928,97.83,85.83
2540,Engineering,Backend Engineer,152,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,9.0,2024-11-29 09:59:00,2024-12-02 10:55:47.326567,72.95,63.95
4353,Engineering,Data Engineer,71,Write unit tests,Write unit tests for engineering team by data engineer.,Low,7.0,2024-11-29 10:08:00,2024-12-02 12:36:03.784940,74.47,67.47
6100,Engineering,QA Engineer,167,ETL batch debugging,ETL batch debugging for engineering team by qa engineer.,High,9.0,2024-11-29 10:14:00,2024-11-29 15:29:02.650957,5.25,-3.75
4238,Engineering,Frontend Engineer,126,Performance profiling,Performance profiling for engineering team by frontend engineer.,Low,6.0,2024-11-29 10:15:00,2024-12-02 11:41:18.708833,73.44,67.44
8399,Marketing,Content Writer,66,Prepare campaign assets,Prepare campaign assets for marketing team by content writer.,Medium,9.0,2024-11-29 10:16:00,2024-12-02 12:39:29.671077,74.39,65.39
2365,Engineering,Data Engineer,181,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,4.0,2024-11-29 10:17:00,2024-11-29 15:39:43.274371,5.38,1.38
2933,Operations,Logistics Coordinator,126,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,2.0,2024-11-29 10:18:00,2024-11-29 12:21:56.255272,2.07,0.06999999999999984
7566,Finance,Financial Analyst,117,Reconcile transactions,Reconcile transactions for finance team by financial analyst.,Low,8.0,2024-11-29 10:19:00,2024-12-02 11:46:58.368228,73.47,65.47
867,Engineering,Backend Engineer,62,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,6.0,2024-11-29 10:22:00,2024-12-02 10:36:10.340787,72.24,66.24
7287,Engineering,Backend Engineer,105,Implement new endpoint,Implement new endpoint for engineering team by backend engineer.,Low,3.0,2024-11-29 10:31:00,2024-11-29 13:53:48.006481,3.38,0.3799999999999999
7217,Finance,Accountant,120,Variance analysis,Variance analysis for finance team by accountant.,Medium,5.0,2024-11-29 10:46:00,2024-12-02 09:49:50.316925,71.06,66.06
6709,Engineering,Data Engineer,43,Performance profiling,Performance profiling for engineering team by data engineer.,Low,8.0,2024-11-29 11:02:00,2024-12-02 14:55:19.597918,75.89,67.89
8555,Operations,Operations Associate,55,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,7.0,2024-11-29 11:13:00,2024-12-02 13:48:34.435503,74.59,67.59
7299,Operations,Operations Associate,55,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,7.0,2024-11-29 11:17:00,2024-12-02 12:33:07.991827,73.27,66.27
2843,Engineering,Frontend Engineer,147,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,12.0,2024-11-29 11:38:00,2024-12-03 09:22:32.850374,93.74,81.74
6581,Marketing,Social Media Manager,132,Competitor research,Competitor research for marketing team by social media manager.,Low,8.0,2024-11-29 11:38:00,2024-12-02 15:21:15.274214,75.72,67.72
217,Finance,Accountant,6,Variance analysis,Variance analysis for finance team by accountant.,Medium,8.0,2024-11-29 11:45:00,2024-12-02 11:18:41.586699,71.56,63.56
8158,Operations,Logistics Coordinator,57,Warehouse audit,Warehouse audit for operations team by logistics coordinator.,Low,8.0,2024-11-29 11:50:00,2024-12-02 12:44:25.069067,72.91,64.91
5674,Customer Support,Support Agent,78,Escalate request,Escalate request for customer support team by support agent.,Low,1.0,2024-11-29 11:51:00,2024-11-29 13:42:55.161184,1.87,0.8700000000000001
8881,Finance,Financial Analyst,35,Invoice processing,Invoice processing for finance team by financial analyst.,Low,6.0,2024-11-29 12:32:00,2024-12-02 11:44:58.265276,71.22,65.22
9049,Engineering,Frontend Engineer,41,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,6.0,2024-11-29 12:35:00,2024-12-02 10:47:47.044565,70.21,64.21
3702,Engineering,QA Engineer,136,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,12.0,2024-11-29 12:45:00,2024-12-03 10:46:55.940846,94.03,82.03
5759,Operations,Operations Associate,111,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,2.0,2024-11-29 13:17:00,2024-11-29 16:19:06.693996,3.04,1.04
3910,Operations,Logistics Coordinator,50,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,8.0,2024-11-29 13:25:00,2024-12-02 13:41:17.998327,72.27,64.27
9136,Engineering,QA Engineer,65,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,3.0,2024-11-29 13:30:00,2024-12-02 09:56:36.322396,68.44,65.44
3527,Engineering,QA Engineer,71,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,4.0,2024-11-29 13:30:00,2024-12-02 14:56:26.742174,73.44,69.44
4128,Engineering,Frontend Engineer,76,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,5.0,2024-11-29 13:33:00,2024-12-02 10:40:55.344851,69.13,64.13
7688,Operations,Logistics Coordinator,173,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,5.0,2024-11-29 13:33:00,2024-12-02 12:42:24.038765,71.16,66.16
9225,Operations,Operations Associate,17,Inventory check,Inventory check for operations team by operations associate.,Low,7.0,2024-11-29 13:41:00,2024-12-02 15:37:06.130070,73.94,66.94
7625,Marketing,Content Writer,141,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,7.0,2024-11-29 13:58:00,2024-12-02 13:16:27.322292,71.31,64.31
8297,Engineering,Data Engineer,12,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,8.0,2024-11-29 14:00:00,2024-12-02 16:02:52.019751,74.05,66.05
3897,Operations,Operations Associate,16,Warehouse audit,Warehouse audit for operations team by operations associate.,Low,4.0,2024-11-29 14:03:00,2024-12-02 13:15:08.911912,71.2,67.2
12,Operations,Operations Associate,120,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,1.0,2024-11-29 14:04:00,2024-11-29 16:15:43.860276,2.2,1.2000000000000002
7987,Operations,Logistics Coordinator,121,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,8.0,2024-11-29 14:10:00,2024-12-02 16:25:02.756798,74.25,66.25
6327,Finance,Accountant,140,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,3.0,2024-11-29 14:26:00,2024-12-02 15:29:35.806383,73.06,70.06
4253,Engineering,Data Engineer,87,Integration testing,Integration testing for engineering team by data engineer.,Low,9.0,2024-11-29 14:37:00,2024-12-03 13:55:05.921498,95.3,86.3
2818,Marketing,Content Writer,65,Prepare campaign assets,Prepare campaign assets for marketing team by content writer.,Medium,9.0,2024-11-29 14:42:00,2024-12-02 16:37:05.110989,73.92,64.92
10000,Marketing,Content Writer,31,Schedule social posts,Schedule social posts for marketing team by content writer.,Low,2.0,2024-11-29 14:46:00,2024-12-02 09:00:18.078348,66.24,64.24
4166,Engineering,Data Engineer,21,Fix backend API bug,Fix backend API bug for engineering team by data engineer.,High,9.0,2024-11-29 15:08:00,2024-12-03 09:41:52.540072,90.56,81.56
6527,Engineering,Data Engineer,149,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,2.0,2024-11-29 15:15:00,2024-12-02 14:36:36.105817,71.36,69.36
8954,Engineering,Frontend Engineer,146,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,3.0,2024-11-29 15:17:00,2024-12-02 10:39:25.591874,67.37,64.37
4351,Engineering,QA Engineer,46,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,12.0,2024-11-29 15:18:00,2024-12-03 14:06:21.950713,94.81,82.81
5821,Engineering,Backend Engineer,147,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,9.0,2024-11-29 15:23:00,2024-12-03 10:24:01.951934,91.02,82.02
4244,Engineering,Data Engineer,51,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,3.0,2024-11-29 15:23:00,2024-12-02 12:04:12.301405,68.69,65.69
3425,Operations,Operations Associate,141,Warehouse audit,Warehouse audit for operations team by operations associate.,Low,6.0,2024-11-29 15:43:00,2024-12-02 15:21:23.894511,71.64,65.64
4279,Engineering,Backend Engineer,57,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,2.0,2024-11-29 15:49:00,2024-12-02 12:36:06.909638,68.79,66.79
1758,Customer Support,Technical Support,155,Live chat assistance,Live chat assistance for customer support team by technical support.,Low,4.0,2024-11-29 15:51:00,2024-12-02 13:42:26.840694,69.86,65.86
7747,Engineering,Frontend Engineer,67,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,2.0,2024-11-29 15:53:00,2024-11-29 16:23:00.000000,0.5,-1.5
141,Customer Support,Support Agent,97,Respond to ticket,Respond to ticket for customer support team by support agent.,Low,2.0,2024-11-29 15:55:00,2024-12-02 12:52:05.150267,68.95,66.95
8356,Marketing,Social Media Manager,137,Competitor research,Competitor research for marketing team by social media manager.,Low,7.0,2024-11-29 16:02:00,2024-12-03 09:23:03.296522,89.35,82.35
1679,Marketing,Content Writer,123,Landing page copy,Landing page copy for marketing team by content writer.,Low,9.0,2024-11-29 16:04:00,2024-12-02 15:25:36.322337,71.36,62.36
8821,Engineering,Frontend Engineer,1,Database schema update,Database schema update for engineering team by frontend engineer.,Medium,3.0,2024-11-29 16:06:00,2024-12-03 14:23:14.986775,94.29,91.29
5892,Engineering,QA Engineer,143,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,10.0,2024-11-29 16:07:00,2024-12-03 12:35:59.948054,92.48,82.48
5297,Engineering,Data Engineer,192,Database schema update,Database schema update for engineering team by data engineer.,Medium,5.0,2024-11-29 16:08:00,2024-12-02 12:44:30.041833,68.61,63.61
4855,Engineering,Backend Engineer,109,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,6.0,2024-11-29 16:08:00,2024-12-02 16:00:53.834315,71.88,65.88
5342,Engineering,QA Engineer,12,ETL batch debugging,ETL batch debugging for engineering team by qa engineer.,High,7.0,2024-11-29 16:09:00,2024-12-02 14:27:59.358414,70.32,63.31999999999999
7095,Customer Support,Technical Support,115,Escalate request,Escalate request for customer support team by technical support.,Low,2.0,2024-11-29 16:14:00,2024-12-02 11:13:01.610883,66.98,64.98
9217,Engineering,Data Engineer,46,Database schema update,Database schema update for engineering team by data engineer.,Medium,3.0,2024-11-29 16:14:00,2024-12-02 11:28:34.176647,67.24,64.24
1432,Engineering,Backend Engineer,150,Data pipeline monitoring,Data pipeline monitoring for engineering team by backend engineer.,Low,6.0,2024-11-29 16:19:00,2024-12-02 15:42:34.594658,71.39,65.39
2104,Engineering,Backend Engineer,141,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,11.0,2024-11-29 16:26:00,2024-12-03 13:14:25.095387,92.81,81.81
9253,Engineering,Data Engineer,114,Write unit tests,Write unit tests for engineering team by data engineer.,Low,10.0,2024-11-29 16:32:00,2024-12-03 14:04:42.608221,93.55,83.55
8558,Engineering,Data Engineer,131,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,3.0,2024-11-29 16:33:00,2024-12-02 16:23:06.004259,71.84,68.84
7242,Finance,Accountant,97,Create budget forecast,Create budget forecast for finance team by accountant.,Low,8.0,2024-11-29 16:34:00,2024-12-03 11:53:20.285593,91.32,83.32
37,Operations,Operations Associate,170,Inventory check,Inventory check for operations team by operations associate.,Low,3.0,2024-11-29 16:34:00,2024-12-02 11:27:54.083822,66.9,63.900000000000006
6280,Engineering,Backend Engineer,69,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,3.0,2024-11-29 16:40:00,2024-12-02 15:28:51.775499,70.81,67.81
1743,Engineering,QA Engineer,59,Performance profiling,Performance profiling for engineering team by qa engineer.,Low,7.0,2024-11-29 16:41:00,2024-12-02 16:42:42.039256,72.03,65.03
3835,Marketing,Content Writer,41,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,3.0,2024-11-29 16:54:00,2024-12-02 11:13:19.579772,66.32,63.31999999999999
9020,Finance,Accountant,165,Invoice processing,Invoice processing for finance team by accountant.,Low,5.0,2024-12-02 09:06:00,2024-12-02 15:43:14.788163,6.62,1.62
7884,Finance,Accountant,14,Create budget forecast,Create budget forecast for finance team by accountant.,Low,7.0,2024-12-02 09:07:00,2024-12-03 10:46:23.229449,25.66,18.66
1151,Engineering,Frontend Engineer,161,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,3.0,2024-12-02 09:09:00,2024-12-02 10:00:27.789762,0.86,-2.14
808,Engineering,Frontend Engineer,89,Performance profiling,Performance profiling for engineering team by frontend engineer.,Low,3.0,2024-12-02 09:12:00,2024-12-02 12:04:29.253963,2.87,-0.1299999999999999
2859,Finance,Financial Analyst,63,Month-end close preparation,Month-end close preparation for finance team by financial analyst.,Medium,2.0,2024-12-02 09:14:00,2024-12-02 10:44:52.543941,1.51,-0.49
7323,Marketing,SEO Specialist,98,Write blog post,Write blog post for marketing team by seo specialist.,Low,3.0,2024-12-02 09:15:00,2024-12-03 09:53:39.982068,24.64,21.64
3754,Operations,Operations Associate,187,Warehouse audit,Warehouse audit for operations team by operations associate.,Low,7.0,2024-12-02 09:19:00,2024-12-03 09:34:44.147959,24.26,17.26
2562,Customer Support,Technical Support,63,Create KB article,Create KB article for customer support team by technical support.,Low,3.0,2024-12-02 09:28:00,2024-12-02 12:28:15.672357,3.0,0.0
4087,Engineering,QA Engineer,121,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,8.0,2024-12-02 09:32:00,2024-12-03 13:54:32.121106,28.38,20.38
9045,Engineering,Frontend Engineer,85,Refactor UI component,Refactor UI component for engineering team by frontend engineer.,Low,2.0,2024-12-02 09:36:00,2024-12-02 16:29:23.992514,6.89,4.89
9303,Engineering,QA Engineer,169,Integration testing,Integration testing for engineering team by qa engineer.,Low,12.0,2024-12-02 09:41:00,2024-12-04 09:20:05.106037,47.65,35.65
8352,Engineering,Data Engineer,100,Performance profiling,Performance profiling for engineering team by data engineer.,Low,10.0,2024-12-02 09:44:00,2024-12-03 10:47:25.040989,25.06,15.059999999999999
6048,Engineering,QA Engineer,138,Implement new endpoint,Implement new endpoint for engineering team by qa engineer.,Low,7.0,2024-12-02 09:54:00,2024-12-03 10:22:05.231209,24.47,17.47
8572,Engineering,QA Engineer,160,Integration testing,Integration testing for engineering team by qa engineer.,Low,10.0,2024-12-02 09:54:00,2024-12-03 12:38:50.309940,26.75,16.75
4734,Finance,Accountant,192,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,3.0,2024-12-02 09:57:00,2024-12-02 10:55:20.188730,0.97,-2.0300000000000002
68,Marketing,SEO Specialist,199,Prepare campaign assets,Prepare campaign assets for marketing team by seo specialist.,Medium,2.0,2024-12-02 10:00:00,2024-12-02 11:52:44.939709,1.88,-0.1200000000000001
4064,Operations,Operations Associate,106,Inventory check,Inventory check for operations team by operations associate.,Low,1.0,2024-12-02 10:05:00,2024-12-02 12:00:34.064176,1.93,0.9299999999999999
4402,Engineering,QA Engineer,177,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,9.0,2024-12-02 10:05:00,2024-12-03 11:33:59.289125,25.48,16.48
7805,Customer Support,Technical Support,2,Live chat assistance,Live chat assistance for customer support team by technical support.,Low,2.0,2024-12-02 10:09:00,2024-12-02 11:23:50.989149,1.25,-0.75
4459,Marketing,Social Media Manager,158,Landing page copy,Landing page copy for marketing team by social media manager.,Low,9.0,2024-12-02 10:17:00,2024-12-03 12:31:57.042025,26.25,17.25
6298,Engineering,Data Engineer,140,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,2.0,2024-12-02 10:20:00,2024-12-02 15:18:35.455219,4.98,2.9800000000000004
3790,Marketing,SEO Specialist,26,Prepare campaign assets,Prepare campaign assets for marketing team by seo specialist.,Medium,5.0,2024-12-02 10:20:00,2024-12-02 16:15:58.142360,5.93,0.9299999999999997
3366,Finance,Financial Analyst,68,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,4.0,2024-12-02 10:21:00,2024-12-02 13:27:32.059429,3.11,-0.8900000000000001
9226,Finance,Financial Analyst,84,Prepare monthly report,Prepare monthly report for finance team by financial analyst.,Medium,2.0,2024-12-02 10:37:00,2024-12-02 11:52:50.732617,1.26,-0.74
2436,Engineering,QA Engineer,48,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,10.0,2024-12-02 10:47:00,2024-12-03 15:47:32.795116,29.01,19.01
563,Engineering,Data Engineer,47,Refactor UI component,Refactor UI component for engineering team by data engineer.,Low,10.0,2024-12-02 10:58:00,2024-12-03 13:59:58.338189,27.03,17.03
2279,Engineering,Backend Engineer,153,Database schema update,Database schema update for engineering team by backend engineer.,Medium,7.0,2024-12-02 10:58:00,2024-12-03 13:25:23.043849,26.46,19.46
7264,Marketing,Content Writer,19,Landing page copy,Landing page copy for marketing team by content writer.,Low,9.0,2024-12-02 10:59:00,2024-12-03 13:23:35.216994,26.41,17.41
6730,Engineering,QA Engineer,3,Performance profiling,Performance profiling for engineering team by qa engineer.,Low,3.0,2024-12-02 11:05:00,2024-12-02 15:36:00.685834,4.52,1.5199999999999996
7635,Engineering,QA Engineer,178,Performance profiling,Performance profiling for engineering team by qa engineer.,Low,6.0,2024-12-02 11:11:00,2024-12-03 12:31:46.640894,25.35,19.35
3543,Operations,Operations Associate,167,Resource planning,Resource planning for operations team by operations associate.,Medium,2.0,2024-12-02 11:26:00,2024-12-02 13:20:38.559117,1.91,-0.09000000000000008
3908,Finance,Accountant,123,Invoice processing,Invoice processing for finance team by accountant.,Low,3.0,2024-12-02 11:46:00,2024-12-02 15:04:38.764637,3.31,0.31000000000000005
9639,Engineering,Backend Engineer,57,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,10.0,2024-12-02 11:56:00,2024-12-03 16:48:14.727307,28.87,18.87
7975,Engineering,Frontend Engineer,188,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,4.0,2024-12-02 11:57:00,2024-12-03 10:09:36.271745,22.21,18.21
6526,Operations,Logistics Coordinator,29,Process documentation,Process documentation for operations team by logistics coordinator.,Low,4.0,2024-12-02 11:58:00,2024-12-03 09:54:22.332771,21.94,17.94
1598,Engineering,Frontend Engineer,136,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,6.0,2024-12-02 12:03:00,2024-12-03 10:19:22.178951,22.27,16.27
9148,Operations,Logistics Coordinator,54,Process documentation,Process documentation for operations team by logistics coordinator.,Low,3.0,2024-12-02 12:07:00,2024-12-02 14:35:16.618200,2.47,-0.5299999999999998
1828,Finance,Accountant,177,Create budget forecast,Create budget forecast for finance team by accountant.,Low,3.0,2024-12-02 12:10:00,2024-12-02 15:29:45.071229,3.33,0.33000000000000007
5979,Operations,Logistics Coordinator,12,Warehouse audit,Warehouse audit for operations team by logistics coordinator.,Low,7.0,2024-12-02 12:14:00,2024-12-03 13:01:01.239311,24.78,17.78
1102,Engineering,Data Engineer,175,Performance profiling,Performance profiling for engineering team by data engineer.,Low,4.0,2024-12-02 12:23:00,2024-12-03 09:37:59.200514,21.25,17.25
8425,Engineering,QA Engineer,56,Refactor UI component,Refactor UI component for engineering team by qa engineer.,Low,4.0,2024-12-02 12:34:00,2024-12-02 16:35:01.615865,4.02,0.019999999999999574
6348,Engineering,QA Engineer,48,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,7.0,2024-12-02 12:35:00,2024-12-03 14:43:48.062060,26.15,19.15
3249,Customer Support,Support Agent,14,Customer follow-up,Customer follow-up for customer support team by support agent.,Low,4.0,2024-12-02 12:40:00,2024-12-03 10:15:31.223694,21.59,17.59
7059,Engineering,Backend Engineer,20,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,2.0,2024-12-02 12:45:00,2024-12-02 13:15:00.000000,0.5,-1.5
6333,Operations,Operations Associate,58,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,4.0,2024-12-02 12:46:00,2024-12-03 09:30:48.930985,20.75,16.75
6377,Marketing,Content Writer,87,Keyword research,Keyword research for marketing team by content writer.,Low,7.0,2024-12-02 13:06:00,2024-12-03 15:56:33.744452,26.84,19.84
7402,Marketing,Social Media Manager,161,Write blog post,Write blog post for marketing team by social media manager.,Low,6.0,2024-12-02 13:19:00,2024-12-03 15:01:01.370059,25.7,19.7
9279,Operations,Logistics Coordinator,151,Inventory check,Inventory check for operations team by logistics coordinator.,Low,6.0,2024-12-02 13:22:00,2024-12-03 11:32:40.525015,22.18,16.18
3334,Engineering,QA Engineer,65,Database schema update,Database schema update for engineering team by qa engineer.,Medium,4.0,2024-12-02 13:25:00,2024-12-02 16:25:08.708880,3.0,-1.0
4795,Marketing,Content Writer,120,Ad campaign optimization,Ad campaign optimization for marketing team by content writer.,Medium,6.0,2024-12-02 13:28:00,2024-12-03 12:30:55.479507,23.05,17.05
3152,Finance,Financial Analyst,129,Invoice processing,Invoice processing for finance team by financial analyst.,Low,7.0,2024-12-02 13:37:00,2024-12-05 11:19:05.747930,69.7,62.7
3120,Finance,Accountant,92,Invoice processing,Invoice processing for finance team by accountant.,Low,3.0,2024-12-02 13:38:00,2024-12-02 16:11:04.358718,2.55,-0.4500000000000002
9837,Finance,Accountant,197,Invoice processing,Invoice processing for finance team by accountant.,Low,4.0,2024-12-02 13:42:00,2024-12-03 09:40:29.202641,19.97,15.969999999999999
9087,Operations,Logistics Coordinator,112,Process documentation,Process documentation for operations team by logistics coordinator.,Low,8.0,2024-12-02 13:43:00,2024-12-03 14:21:17.025714,24.64,16.64
3883,Engineering,Frontend Engineer,36,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,7.0,2024-12-02 13:50:00,2024-12-03 12:51:09.618292,23.02,16.02
7582,Marketing,SEO Specialist,50,Email campaign setup,Email campaign setup for marketing team by seo specialist.,Medium,7.0,2024-12-02 13:54:00,2024-12-03 14:43:25.472401,24.82,17.82
3965,Finance,Accountant,124,Variance analysis,Variance analysis for finance team by accountant.,Medium,3.0,2024-12-02 14:32:00,2024-12-03 10:47:03.164672,20.25,17.25
7200,Customer Support,Technical Support,57,Create KB article,Create KB article for customer support team by technical support.,Low,1.0,2024-12-02 14:42:00,2024-12-03 09:56:38.263115,19.24,18.24
5971,Engineering,Data Engineer,49,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,9.0,2024-12-02 14:45:00,2024-12-03 16:54:06.761940,26.15,17.15
1597,Finance,Accountant,119,Variance analysis,Variance analysis for finance team by accountant.,Medium,6.0,2024-12-02 14:46:00,2024-12-03 14:06:22.422021,23.34,17.34
4929,Engineering,Data Engineer,37,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,5.0,2024-12-02 14:47:00,2024-12-03 13:12:46.150883,22.43,17.43
9779,Engineering,Data Engineer,5,Performance profiling,Performance profiling for engineering team by data engineer.,Low,10.0,2024-12-02 15:02:00,2024-12-04 12:59:21.874037,45.96,35.96
3556,Operations,Operations Associate,13,Warehouse audit,Warehouse audit for operations team by operations associate.,Low,8.0,2024-12-02 15:04:00,2024-12-09 10:00:50.326854,162.95,154.95
2505,Engineering,Data Engineer,45,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,10.0,2024-12-02 15:13:00,2024-12-04 10:27:57.937285,43.25,33.25
3036,Engineering,Frontend Engineer,15,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,6.0,2024-12-02 15:15:00,2024-12-03 15:13:11.383596,23.97,17.97
9086,Engineering,Frontend Engineer,174,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,10.0,2024-12-02 15:19:00,2024-12-04 13:39:35.084727,46.34,36.34
221,Finance,Financial Analyst,183,Variance analysis,Variance analysis for finance team by financial analyst.,Medium,5.0,2024-12-02 15:21:00,2024-12-03 12:55:22.438678,21.57,16.57
554,Finance,Accountant,24,Month-end close preparation,Month-end close preparation for finance team by accountant.,Medium,5.0,2024-12-02 15:22:00,2024-12-03 16:00:48.428737,24.65,19.65
3094,Operations,Operations Associate,128,Warehouse audit,Warehouse audit for operations team by operations associate.,Low,8.0,2024-12-02 15:24:00,2024-12-04 09:22:22.748620,41.97,33.97
971,Operations,Logistics Coordinator,66,Inventory check,Inventory check for operations team by logistics coordinator.,Low,6.0,2024-12-02 15:31:00,2024-12-04 09:17:04.391642,41.77,35.77
9072,Operations,Operations Associate,10,Process documentation,Process documentation for operations team by operations associate.,Low,2.0,2024-12-02 15:37:00,2024-12-02 16:46:34.862018,1.16,-0.8400000000000001
8552,Engineering,Frontend Engineer,95,Integration testing,Integration testing for engineering team by frontend engineer.,Low,4.0,2024-12-02 15:47:00,2024-12-03 15:47:09.582513,24.0,20.0
1398,Customer Support,Support Agent,177,Customer follow-up,Customer follow-up for customer support team by support agent.,Low,2.0,2024-12-02 15:49:00,2024-12-03 10:58:24.689191,19.16,17.16
